,Whole Generation
857,"[ 2.40291e+05 -1.57569e+05  1.60046e+05  5.00000e+00  0.00000e+00
  5.00000e+00 -9.00000e+00  1.10000e+01  5.00000e+00  8.00000e+00
  2.00000e+00  0.00000e+00  2.54660e+04 -1.08000e+02  1.09920e+04]"
858,"[ 2.40291e+05  1.31229e+05  2.61707e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04  2.10000e+02 -9.80600e+03]"
859,"[ 2.40291e+05 -4.80205e+05  1.60046e+05  3.00000e+00 -1.00000e+00
  1.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -5.26300e+03]"
860,"[-6.54100e+03  1.63567e+05  1.60046e+05  5.00000e+00 -1.00000e+00
  4.00000e+00 -1.70000e+01  1.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04  4.90000e+01 -9.80600e+03]"
861,"[ 2.40291e+05 -2.33660e+04 -2.84289e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  2.00480e+04 -1.08000e+02 -9.80600e+03]"
862,"[ 3.49042e+05  2.01215e+05  2.13120e+04  4.00000e+00  1.00000e+00
  4.00000e+00  1.60000e+01  4.00000e+00  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00 -1.55690e+04 -2.01000e+02  1.25220e+04]"
863,"[ 2.40291e+05  1.60863e+05  1.60046e+05  5.00000e+00  1.00000e+00
 -5.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
 -7.00000e+00  0.00000e+00  3.75740e+04 -1.08000e+02 -9.80600e+03]"
864,"[ 3.18745e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  2.00000e+00 -9.00000e+00  1.60000e+01  4.00000e+00 -5.40000e+01
  6.00000e+00  0.00000e+00  2.11620e+04 -1.60000e+01 -9.80600e+03]"
865,"[-5.85500e+04  1.31229e+05 -1.78024e+05  5.00000e+00  0.00000e+00
  2.00000e+00 -7.00000e+00  1.20000e+01  2.00000e+00  7.40000e+01
  6.00000e+00  0.00000e+00  9.48200e+03  2.14000e+02 -9.80600e+03]"
866,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  3.00000e+00 -9.00000e+00  4.00000e+00  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04  1.85000e+02 -3.97500e+03]"
867,"[-4.76458e+05  1.31229e+05  1.60046e+05  5.00000e+00  0.00000e+00
  2.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  2.50000e+01
  6.00000e+00  0.00000e+00  3.19940e+04  1.91000e+02  1.52520e+04]"
868,"[ 2.40291e+05  1.31229e+05  1.60046e+05 -2.00000e+00  0.00000e+00
  4.00000e+00 -1.70000e+01  1.10000e+01  6.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
869,"[-2.58629e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  7.00000e+00  0.00000e+00  3.20000e+01
  3.00000e+00  0.00000e+00  2.63860e+04 -1.08000e+02 -9.80600e+03]"
870,"[ 2.40291e+05 -6.62480e+04  1.60046e+05  5.00000e+00  0.00000e+00
  4.00000e+00 -7.00000e+00  1.10000e+01  4.00000e+00  4.40000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.18000e+02 -9.80600e+03]"
871,"[ 4.53248e+05  1.31229e+05  3.21300e+04  5.00000e+00  1.00000e+00
 -6.00000e+00 -9.00000e+00  1.10000e+01 -5.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04  1.25000e+02  6.93500e+03]"
872,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
 -5.00000e+00 -7.00000e+00  1.10000e+01  4.00000e+00 -4.00000e+00
  6.00000e+00  0.00000e+00  1.90970e+04 -1.73000e+02 -5.88400e+03]"
873,"[ 2.40291e+05  1.31229e+05  1.60046e+05  4.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
 -1.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
874,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.40000e+01  7.00000e+00  3.20000e+01
  4.00000e+00  0.00000e+00  4.61300e+03 -1.08000e+02 -9.80600e+03]"
875,"[ 2.40291e+05  1.31229e+05  3.37240e+04  5.00000e+00  1.00000e+00
  0.00000e+00 -7.00000e+00 -2.00000e+01  0.00000e+00  3.20000e+01
 -6.00000e+00  0.00000e+00  1.90970e+04  7.30000e+01 -7.50500e+03]"
876,"[ 2.40291e+05  1.74078e+05  2.93875e+05  0.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.30000e+01  4.00000e+00  3.20000e+01
  4.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02  5.49300e+03]"
877,"[ 2.40291e+05  5.43200e+03  4.88470e+04  5.00000e+00  0.00000e+00
  4.00000e+00 -9.00000e+00  8.00000e+00  4.00000e+00  3.20000e+01
  8.00000e+00  0.00000e+00  2.64310e+04 -1.08000e+02 -9.80600e+03]"
878,"[-1.85222e+05  1.31229e+05 -8.31050e+04  5.00000e+00  0.00000e+00
  5.00000e+00 -9.00000e+00  1.10000e+01 -3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02  7.69300e+03]"
879,"[ 2.40291e+05  1.71120e+04  1.60046e+05  5.00000e+00  0.00000e+00
  4.00000e+00  2.00000e+00  1.10000e+01  4.00000e+00  1.70000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.62290e+04]"
880,"[-2.17120e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  1.50000e+01  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
881,"[ 1.70459e+05  1.31229e+05  1.60046e+05 -5.00000e+00  1.00000e+00
 -3.00000e+00 -4.00000e+00 -5.00000e+00  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
882,"[ 3.26092e+05 -1.89190e+05  1.60046e+05  5.00000e+00  1.00000e+00
  5.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  2.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
883,"[ 2.40291e+05  1.31229e+05 -3.03425e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00 -1.40000e+01  3.00000e+00  5.90000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
884,"[ 2.40291e+05  1.31229e+05  1.98497e+05  5.00000e+00  1.00000e+00
 -1.00000e+00  3.00000e+00  8.00000e+00  1.00000e+00  3.20000e+01
  3.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -3.83600e+03]"
885,"[-2.17592e+05  1.31229e+05 -2.15036e+05  5.00000e+00  0.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
 -2.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
886,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00 -1.00000e+00
  4.00000e+00 -9.00000e+00  1.60000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -5.58100e+03]"
887,"[-2.32651e+05  1.31229e+05 -3.03667e+05  5.00000e+00  1.00000e+00
  3.00000e+00 -9.00000e+00  5.00000e+00  3.00000e+00  1.30000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
888,"[ 2.40291e+05  1.31229e+05  1.60046e+05  0.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  0.00000e+00  0.00000e+00 -3.34470e+04 -1.08000e+02 -9.80600e+03]"
889,"[ 2.40291e+05  1.31229e+05 -2.65319e+05 -5.00000e+00  0.00000e+00
  3.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00 -4.60000e+01
  5.00000e+00  0.00000e+00  8.39200e+03 -1.08000e+02 -1.58540e+04]"
890,"[ 5.70990e+04  1.31229e+05  1.60046e+05 -5.00000e+00  1.00000e+00
  0.00000e+00 -1.70000e+01 -2.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -2.00000e+00 -9.80600e+03]"
891,"[-4.45618e+05  1.83695e+05  1.60046e+05  5.00000e+00  1.00000e+00
 -4.00000e+00 -9.00000e+00  1.10000e+01 -1.00000e+00  3.20000e+01
  0.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.90090e+04]"
892,"[ 7.01330e+04  2.73440e+04  1.60046e+05  5.00000e+00  0.00000e+00
 -7.00000e+00 -1.30000e+01  4.00000e+00  3.00000e+00  3.20000e+01
 -5.00000e+00  0.00000e+00 -2.44900e+03 -1.08000e+02 -9.80600e+03]"
893,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  3.00000e+00  2.00000e+00  1.50000e+01
  6.00000e+00  0.00000e+00  6.58700e+03 -1.08000e+02 -9.80600e+03]"
894,"[ 2.40291e+05  1.40306e+05  1.60046e+05 -6.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  2.00000e+00 -5.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -6.61700e+03]"
895,"[ 9.56900e+04 -1.79800e+05 -2.62388e+05 -7.00000e+00 -1.00000e+00
  6.00000e+00 -9.00000e+00  1.00000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00 -1.58310e+04 -1.08000e+02 -9.80600e+03]"
896,"[ 8.86200e+04  1.32495e+05  3.07485e+05  5.00000e+00  0.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02  1.02360e+04]"
897,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01 -3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
898,"[-1.52390e+04  1.31229e+05  1.60046e+05  5.00000e+00  0.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  1.00000e+01  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
899,"[ 2.40291e+05  1.31229e+05  1.60046e+05  3.00000e+00 -1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  3.20950e+04 -1.67000e+02 -9.80600e+03]"
900,"[ 2.40291e+05  1.31229e+05  8.05660e+04  5.00000e+00  1.00000e+00
  3.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  5.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02  8.36300e+03]"
901,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -2.00000e+02  3.85200e+03]"
902,"[ 2.40291e+05 -1.29378e+05  6.51480e+04  5.00000e+00  1.00000e+00
  6.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00 -3.10000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -2.04000e+02 -9.80600e+03]"
903,"[ 2.40291e+05  1.31229e+05  2.44133e+05  5.00000e+00  1.00000e+00
  1.00000e+00  1.10000e+01  1.10000e+01  1.00000e+00  3.20000e+01
  1.10000e+01  0.00000e+00 -1.55630e+04  7.90000e+01 -9.80600e+03]"
904,"[ 2.40291e+05  1.31229e+05 -1.81724e+05 -9.00000e+00  1.00000e+00
 -6.00000e+00 -9.00000e+00  1.00000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  4.10700e+03 -1.08000e+02 -9.80600e+03]"
905,"[ 2.40291e+05  1.31229e+05  1.60046e+05  1.00000e+00  1.00000e+00
  3.00000e+00 -5.00000e+00 -1.80000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
906,"[ 2.40291e+05  1.31229e+05  2.55850e+04  5.00000e+00  1.00000e+00
 -3.00000e+00  0.00000e+00 -1.20000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00 -1.69500e+04  1.80000e+02 -9.80600e+03]"
907,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
908,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00 -4.60000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
909,"[ 2.59112e+05  1.31229e+05  1.60046e+05 -2.00000e+00  1.00000e+00
  3.00000e+00  1.10000e+01  1.10000e+01  0.00000e+00  3.20000e+01
  9.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02  5.64100e+03]"
910,"[ 2.40291e+05  2.43440e+04 -3.16793e+05  5.00000e+00  0.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
911,"[-5.58460e+04  2.27347e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.60000e+01  3.00000e+00  5.20000e+01
  6.00000e+00  0.00000e+00  3.03630e+04 -1.08000e+02 -9.80600e+03]"
912,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00 -7.00000e+00  3.00000e+00 -2.00000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -2.30000e+01 -9.80600e+03]"
913,"[ 2.40291e+05  1.31229e+05 -1.06158e+05  5.00000e+00  1.00000e+00
 -5.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
914,"[ 2.40291e+05  1.31229e+05  7.38140e+04 -5.00000e+00  0.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  0.00000e+00  0.00000e+00  3.94400e+03 -1.91000e+02 -9.80600e+03]"
915,"[ 2.40291e+05 -4.25980e+04  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -8.00000e+00  1.10000e+01  3.00000e+00 -6.00000e+00
 -1.30000e+01  0.00000e+00  1.90970e+04 -1.08000e+02  8.01000e+03]"
916,"[ 2.40291e+05 -2.34676e+05  1.60046e+05  5.00000e+00  0.00000e+00
  1.00000e+00  1.50000e+01 -6.00000e+00  3.00000e+00  3.20000e+01
  0.00000e+00  0.00000e+00  2.99790e+04 -1.08000e+02  1.29590e+04]"
917,"[ 2.40291e+05  1.31229e+05  1.60046e+05  3.00000e+00  1.00000e+00
 -5.00000e+00  2.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  1.00000e+00  0.00000e+00  1.90970e+04  1.89000e+02 -1.67010e+04]"
918,"[ 2.48458e+05 -1.76578e+05  1.60046e+05  5.00000e+00  0.00000e+00
 -4.00000e+00 -3.00000e+00  1.10000e+01  3.00000e+00  2.40000e+01
  6.00000e+00  0.00000e+00  1.93570e+04 -7.30000e+01 -9.80600e+03]"
919,"[ 2.40291e+05 -1.69671e+05  1.69950e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -1.00000e+00  2.00000e+01  3.00000e+00  3.20000e+01
  0.00000e+00  0.00000e+00  1.90970e+04 -1.88000e+02 -9.80600e+03]"
920,"[ 2.73692e+05  1.31229e+05  3.11231e+05  5.00000e+00  0.00000e+00
 -7.00000e+00 -9.00000e+00  6.00000e+00  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -7.90000e+01 -9.80600e+03]"
921,"[ 3.97059e+05  1.31229e+05  1.60046e+05  4.00000e+00  1.00000e+00
  4.00000e+00 -5.00000e+00  2.00000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00 -3.77600e+04 -1.08000e+02 -9.80600e+03]"
922,"[ 5.64660e+04  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  2.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04  5.90000e+01 -9.80600e+03]"
923,"[ 2.40291e+05 -2.18570e+04 -9.22000e+02 -2.00000e+00 -1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  6.00000e+00  4.40000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.68000e+02 -9.80600e+03]"
924,"[-1.40637e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -4.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  2.16030e+04 -1.08000e+02 -9.80600e+03]"
925,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00  1.10000e+01  1.70000e+01  5.00000e+00  3.20000e+01
  0.00000e+00  0.00000e+00 -1.72100e+04 -1.08000e+02 -8.20300e+03]"
926,"[ 2.40291e+05  1.31229e+05 -6.21950e+04  5.00000e+00  1.00000e+00
  5.00000e+00 -1.00000e+00  1.10000e+01 -1.00000e+00 -3.40000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02  2.29100e+03]"
927,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
 -1.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
928,"[-3.13663e+05  1.31229e+05  1.46022e+05  5.00000e+00  1.00000e+00
 -5.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  7.00400e+03 -1.08000e+02 -9.80600e+03]"
929,"[-2.24056e+05  1.31229e+05  2.22141e+05  5.00000e+00  1.00000e+00
  4.00000e+00  5.00000e+00  3.00000e+00  3.00000e+00  3.20000e+01
 -2.00000e+00  0.00000e+00  2.72470e+04 -2.80000e+01 -9.80600e+03]"
930,"[ 2.40291e+05  1.31229e+05  1.60046e+05  3.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00 -5.00000e+00  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -3.70600e+03]"
931,"[ 2.40291e+05  1.31229e+05  6.96970e+04  5.00000e+00  0.00000e+00
  3.00000e+00 -9.00000e+00  1.80000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.34000e+02 -9.80600e+03]"
932,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00 -1.00000e+00
  4.00000e+00 -3.00000e+00 -1.20000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  3.18880e+04  2.02000e+02 -9.80600e+03]"
933,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01 -2.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  2.06080e+04 -1.08000e+02 -9.80600e+03]"
934,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
 -4.00000e+00  1.10000e+01  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -4.58100e+03]"
935,"[ 2.40291e+05  1.31229e+05  2.88269e+05  0.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00 -6.00000e+00  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -9.50000e+01 -1.24810e+04]"
936,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00 -1.00000e+00
  4.00000e+00 -4.00000e+00  9.00000e+00  3.00000e+00  3.20000e+01
  1.00000e+00  0.00000e+00  1.90970e+04 -1.19000e+02  7.05000e+03]"
937,"[ 2.40291e+05  1.31229e+05  1.60046e+05 -7.00000e+00  1.00000e+00
  6.00000e+00 -1.10000e+01 -1.90000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
938,"[ 2.40291e+05  1.31229e+05 -6.05360e+04  5.00000e+00  1.00000e+00
  4.00000e+00  5.00000e+00  7.00000e+00  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04  8.40000e+01 -9.80600e+03]"
939,"[-4.05232e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.54000e+02 -9.80600e+03]"
940,"[-3.22576e+05  1.31229e+05  1.60046e+05  5.00000e+00 -1.00000e+00
  7.00000e+00  1.40000e+01 -5.00000e+00 -1.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
941,"[ 2.09508e+05  2.03888e+05 -1.76190e+04  5.00000e+00  1.00000e+00
  4.00000e+00 -2.00000e+00  6.00000e+00 -5.00000e+00  3.20000e+01
 -1.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
942,"[ 2.08935e+05 -1.97959e+05  1.60046e+05  3.00000e+00  1.00000e+00
  1.00000e+00 -7.00000e+00  8.00000e+00  3.00000e+00  3.20000e+01
  9.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.33660e+04]"
943,"[-4.42436e+05  1.31229e+05  2.25526e+05  5.00000e+00  0.00000e+00
 -1.00000e+00  3.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
 -1.10000e+01  0.00000e+00  5.07700e+03 -1.08000e+02 -9.80600e+03]"
944,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -4.00000e+00 -2.10000e+01  0.00000e+00  3.20000e+01
 -5.00000e+00  0.00000e+00  1.90970e+04 -1.51000e+02  1.77310e+04]"
945,"[ 2.40291e+05  1.31229e+05  1.60046e+05 -7.00000e+00 -1.00000e+00
  0.00000e+00 -9.00000e+00  9.00000e+00 -2.00000e+00  3.20000e+01
  0.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02  9.04100e+03]"
946,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  5.00000e+00  1.70000e+01  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00 -1.75230e+04  1.03000e+02 -9.80600e+03]"
947,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -4.00000e+00  1.30000e+01  1.00000e+00  3.20000e+01
  0.00000e+00  0.00000e+00  1.90970e+04 -1.70000e+02 -9.80600e+03]"
948,"[ 2.40291e+05  4.29400e+04  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00 -1.00000e+00  1.00000e+00 -3.60000e+01
  6.00000e+00  0.00000e+00 -3.20610e+04 -6.10000e+01 -9.18200e+03]"
949,"[ 8.09520e+04  1.31229e+05  1.60046e+05 -1.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00 -2.10000e+01
 -6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
950,"[ 2.40291e+05 -2.52292e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.40000e+01  2.00000e+00  3.30000e+01
  9.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.12910e+04]"
951,"[ 2.40291e+05  9.96870e+04  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  6.00000e+00  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  3.37100e+03 -1.08000e+02  9.43900e+03]"
952,"[ 2.40291e+05  1.31229e+05  1.60046e+05  0.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00 -8.20000e+01
  6.00000e+00  0.00000e+00 -3.36310e+04 -1.08000e+02 -9.80600e+03]"
953,"[ 3.18323e+05  2.10135e+05  8.17900e+03  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00 -2.00000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  9.14000e+03 -1.08000e+02 -1.17700e+03]"
954,"[ 3.53691e+05  2.19478e+05  1.60046e+05  6.00000e+00  1.00000e+00
  1.00000e+00 -9.00000e+00 -7.00000e+00  3.00000e+00  3.40000e+01
  6.00000e+00  0.00000e+00  2.86730e+04 -1.08000e+02  1.54700e+04]"
955,"[ 2.40291e+05  1.23882e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.70000e+01  1.00000e+00  3.20000e+01
 -4.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
956,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00 -1.00000e+00
 -1.00000e+01  0.00000e+00 -3.73580e+04 -1.08000e+02 -9.80600e+03]"
957,"[ 2.40291e+05  2.59500e+05  3.40125e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00 -4.00000e+00  5.00000e+00  1.10000e+01
  6.00000e+00  0.00000e+00 -2.16900e+03 -1.08000e+02 -9.80600e+03]"
958,"[-2.89734e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.90000e+01  3.00000e+00  3.20000e+01
  1.10000e+01  0.00000e+00  2.63180e+04  9.10000e+01 -9.80600e+03]"
959,"[ 2.40291e+05  1.31229e+05  1.60046e+05 -8.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  2.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00 -1.92770e+04 -1.08000e+02 -1.28300e+04]"
960,"[ 2.40291e+05  1.50929e+05  2.97509e+05  6.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01 -1.00000e+00  3.20000e+01
 -5.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.45370e+04]"
